reviews.rating,reviews,cleaned_reviews,label
5.0,"This is a great buy for the price. Someone had given me a bottle and I liked the look of it so much that I didn't want to open it. Had no idea it was so nicely priced and so easily available. Finally opened it when I was in a bind, needing white wine for a favorite holiday recipe and this was all I had on hand. It's a nice, smooth Pinot, very nice flavor, pleasurable to the palate. What I especially love about this brand, however, is the bottle itself! Screw off the black top and there is a smaller neck with a cork closure. The beauty is that the black cap is designed so that it will reseal the bottle without the cork needing to be squeezed back in...a really thoughtful design. I almost hate to admit how much I was impressed by it! Will be stopping by Target specifically to buy more to have in the house. Highly recommend. Highly Recommended",this is a great buy for the price someone had given me a bottle and i liked the look of it so much that i didnt want to open it had no idea it was so nicely priced and so easily available finally opened it when i was in a bind needing white wine for a favorite holiday recipe and this was all i had on hand its a nice smooth pinot very nice flavor pleasurable to the palate what i especially love about this brand however is the bottle itself screw off the black top and there is a smaller neck with a cork closure the beauty is that the black cap is designed so that it will reseal the bottle without the cork needing to be squeezed back ina really thoughtful design i almost hate to admit how much i was impressed by it will be stopping by target specifically to buy more to have in the house highly recommend highly recommended,1
5.0,Gluten free plus lower on calories plus very refreshing! Michelob Ultra Light Cider,gluten free plus lower on calories plus very refreshing michelob ultra light cider,1
5.0,Best of the bunch of all of The wine Cube sku's. Target Wine Buyer: please bring back! Please Don't Discontinue This Flavor Combination!,best of the bunch of all of the wine cube skus target wine buyer please bring back please dont discontinue this flavor combination,1
5.0,"I have tried my share of Moscato D' Astis before, this has to be the smoothest that I have ever tried. Not too sweet or too fizzy but perfect. I got it for the pretty bottle but was very surprised about the taste. Try it, you won't be disappointed. Could Not Believe The Taste",i have tried my share of moscato d astis before this has to be the smoothest that i have ever tried not too sweet or too fizzy but perfect i got it for the pretty bottle but was very surprised about the taste try it you wont be disappointed could not believe the taste,1
5.0,"Highly, highly recommend!! It's sweet but not syrupy- just right! And I love that it's bubbly, I don't have to mix my wine with seltzer anymore! My New Fave!",highly highly recommend its sweet but not syrupy just right and i love that its bubbly i dont have to mix my wine with seltzer anymore my new fave,1
5.0,My favorite bottle design. The best cheap lager. ,my favorite bottle design the best cheap lager,1
5.0,Delicious. I hate all the other flavors but this one tastes great. Now if I can only find it in the store. ,delicious i hate all the other flavors but this one tastes great now if i can only find it in the store,1
5.0,"This wine is amazing! I'm an avid wine drinker (mom life) and I'll continue to buy this for sure. For 5 it's a steal! Keep this around please, it's just another reason to love target! Who Can Say No To Awesome $5 Wine",this wine is amazing im an avid wine drinker mom life and ill continue to buy this for sure for its a steal keep this around please its just another reason to love target who can say no to awesome wine,1
5.0,Love it that it's not too dry or overly sweet. Also has a good balance of alcohol. Good Wine For Beginners...,love it that its not too dry or overly sweet also has a good balance of alcohol good wine for beginners,1
5.0,This wine was sooooo good. I usually don't like Cabernet but this special fermented wine is very tasty. It did not stay around too long.LOL. Fantastic Wine,this wine was sooooo good i usually dont like cabernet but this special fermented wine is very tasty it did not stay around too longlol fantastic wine,1
5.0,Some of the best boxed wine I have ever tasted. Great taste and great value. The Cube Riesling,some of the best boxed wine i have ever tasted great taste and great value the cube riesling,1
5.0,Love this Moscato and will be purchasing more on my next Target run. Let it chill in the fridge and enjoy on a hot summer day. Perfect For Summer,love this moscato and will be purchasing more on my next target run let it chill in the fridge and enjoy on a hot summer day perfect for summer,1
4.0,Had my sissies (sistafriends) over for dinner/planning meeting....and they're still talking about the loving fellowship and the great wine! I hope the store has more than 1 bottle left on its shelves!!! We Loved It!,had my sissies sistafriends over for dinnerplanning meetingand theyre still talking about the loving fellowship and the great wine i hope the store has more than bottle left on its shelves we loved it,1
5.0,Great fruity dry rose! Yum!,great fruity dry rose yum,1
5.0,"Is this the greatest wine in the world, of course not. It is an eminently drinkable wine,as a matter of fact it is my preferred, and go to, table wine. Wine is a personal thing but for me it is my 1 pick in the under 10 category. It is well balanced, subtle, and very easy to sip. Dry without being overpowering. It is not a big bad Cabernet but it is not that in a good way. Goes great by itself or paired with cheese or a dish sauced with something heavier like a bernaise. I always have a bottle on my shelf. An Outstanding Table Wine",is this the greatest wine in the world of course not it is an eminently drinkable wineas a matter of fact it is my preferred and go to table wine wine is a personal thing but for me it is my pick in the under category it is well balanced subtle and very easy to sip dry without being overpowering it is not a big bad cabernet but it is not that in a good way goes great by itself or paired with cheese or a dish sauced with something heavier like a bernaise i always have a bottle on my shelf an outstanding table wine,1
5.0,"Delicious white wine! Light, crisp, not too sweet. Almost too good. New Go To White",delicious white wine light crisp not too sweet almost too good new go to white,1
1.0,Just bad wine. The worst I have ever had. Try Bota Box Sarah is you are looking for a decent boxed wine. No No No No No.... No,just bad wine the worst i have ever had try bota box sarah is you are looking for a decent boxed wine no no no no no no,0
5.0,"I am no wine expert by any means, but I love a good red for dinner or a cold night. This is the ticket. Rich, dark, fruity! Just lovely. The hubby liked it too! Love This Love Noir",i am no wine expert by any means but i love a good red for dinner or a cold night this is the ticket rich dark fruity just lovely the hubby liked it too love this love noir,1
5.0,Best wine I ever tasted Best Wine I Ever Tasted,best wine i ever tasted best wine i ever tasted,1
5.0,"not fruity, very satisfying. my go to chardonnay! excellent product - would expect to pay 10 / bottle for this quality Excellent Chardonnay",not fruity very satisfying my go to chardonnay excellent product would expect to pay bottle for this quality excellent chardonnay,1
5.0,"Picked some up on a trip to the beach as they are portable non breakable and priced right! I didn't know what to expect, honestly, my expectations were not too high, being boxed wine and all. I was pleasantly surprised! It is very drinkable delicious! When I got home I returned to Target to get the large wine cube box for at home enjoyment! Vintner's Red Boxed Wine",picked some up on a trip to the beach as they are portable non breakable and priced right i didnt know what to expect honestly my expectations were not too high being boxed wine and all i was pleasantly surprised it is very drinkable delicious when i got home i returned to target to get the large wine cube box for at home enjoyment vintners red boxed wine,1
5.0,"By far the best boxed wine I've found, and comparable to medium-priced bottled sauvignon blancs. A great buy. Great Sauvignon Blanc Even Compared To Medium-Priced Bottles",by far the best boxed wine ive found and comparable to mediumpriced bottled sauvignon blancs a great buy great sauvignon blanc even compared to mediumpriced bottles,1
5.0,"By far the best boxed wine I've found, and comparable to medium-priced bottled sauvignon blancs. A great buy. Great Sauvignon Blanc Even Compared To Medium-priced Bottles",by far the best boxed wine ive found and comparable to mediumpriced bottled sauvignon blancs a great buy great sauvignon blanc even compared to mediumpriced bottles,1
2.0,"Taste was absolutely fine for a 5 Chardonnay. However, BOTH bottles broke while removing the corkscrew. Second break was far enough I didn't want to risk drinking it because of risk of glass shards. I've bought cheaper wines like yellowtail, etc, and NEVER experienced a bottle breaking. ",taste was absolutely fine for a chardonnay however both bottles broke while removing the corkscrew second break was far enough i didnt want to risk drinking it because of risk of glass shards ive bought cheaper wines like yellowtail etc and never experienced a bottle breaking,0
4.0,"I didnt find this to be sweet at all, but everyones taste differs. I usually dont like sweet wines so I gravitate towards Chardonnay and some Sauvignon Blancs and I felt like this one had more of a buttery taste than a sweet citrusy taste like another reviewer stated. For the price, this is definitely a keeper. Great Wine For The Price.",i didnt find this to be sweet at all but everyones taste differs i usually dont like sweet wines so i gravitate towards chardonnay and some sauvignon blancs and i felt like this one had more of a buttery taste than a sweet citrusy taste like another reviewer stated for the price this is definitely a keeper great wine for the price,1
5.0,My boyfriend brought this home on a whim. We were delighted at how tasty it was. Lasted us a couple weeks - even better! Love It!,my boyfriend brought this home on a whim we were delighted at how tasty it was lasted us a couple weeks even better love it,1
4.0,I love Disaronno. It has a smooth texture and the flavor is lightly sweet. It's decadent on the rocks or with a little cream. Delicious!,i love disaronno it has a smooth texture and the flavor is lightly sweet its decadent on the rocks or with a little cream delicious,1
5.0,I'm surprised how good this is for the price! Tastes more like Sauvignon blanc to me... Great For The Price,im surprised how good this is for the price tastes more like sauvignon blanc to me great for the price,1
5.0,"Nice, light wine - I was not sure what to expect but was surprised how well it tasted for a 5 bottle. ",nice light wine i was not sure what to expect but was surprised how well it tasted for a bottle,1
4.0,"For as much as we drink white wine, I needed to find a budget bottle. We'd been doing 6-7 dollar bottles, but this beats that. And it's pretty good! You won't impress anyone with this, but for a Monday-Thursday, home and on a budget drinking, this is good. Pretty Good For Wine In A Box!",for as much as we drink white wine i needed to find a budget bottle wed been doing dollar bottles but this beats that and its pretty good you wont impress anyone with this but for a mondaythursday home and on a budget drinking this is good pretty good for wine in a box,1
5.0,"I served this and all the different varieties at a party. My guests and I loved them all. Since I am not a wine expert, I will simply give you some of the notes on this variety from the Fancy Pants website: ...a robust and rich palate with ripe berries, red fruit, and toasty oak flavors. Cherries and vanilla spice on the mouth lead to a long, lingering finish. This Wine Made My Party!",i served this and all the different varieties at a party my guests and i loved them all since i am not a wine expert i will simply give you some of the notes on this variety from the fancy pants website a robust and rich palate with ripe berries red fruit and toasty oak flavors cherries and vanilla spice on the mouth lead to a long lingering finish this wine made my party,1
5.0,"I tried Beringer, who makes this, Pink Moscato, had no trouble opening it up with a Corkscrew, one which I just bought from Target in-store, really like its sweet, fruity flavor pink looking wine. I plan to stock up for the Holidays. Tried The Past Type & It's My Favorite So This Should Be Great!",i tried beringer who makes this pink moscato had no trouble opening it up with a corkscrew one which i just bought from target instore really like its sweet fruity flavor pink looking wine i plan to stock up for the holidays tried the past type its my favorite so this should be great,1
5.0,"If you like a fruit forward blend of reds with a very smooth finish and jammy taste, you will love this! I think my 9 year search for my favorite red wine has ended! A Scrumptious Red!",if you like a fruit forward blend of reds with a very smooth finish and jammy taste you will love this i think my year search for my favorite red wine has ended a scrumptious red,1
5.0,"This is a dry Rose, not sweet at all which is perfect for summer! Refreshing Rose!",this is a dry rose not sweet at all which is perfect for summer refreshing rose,1
5.0,"A wonderful dry wine, and the taste is just divine! Favorite Rosé",a wonderful dry wine and the taste is just divine favorite ros,1
5.0,"A wonderful dry wine, and the taste is just divine! Favorite Ros��",a wonderful dry wine and the taste is just divine favorite ros,1
5.0,Been looking for Strongbow in the US for years Now That's Cider,been looking for strongbow in the us for years now thats cider,1
5.0,"Refreshing, nice grapefruit flavor. Not for people that dislike seltzer water. It's good out of the can or poured over ice. Refreshing",refreshing nice grapefruit flavor not for people that dislike seltzer water its good out of the can or poured over ice refreshing,1
5.0,"IT IS NOT SWEET,AND I LIKE THAT. IF YOU LIKE THE TASTE OF SPARKLING WATER WITH THE BENEFIT OF 5 ALCOHOL. THIS IS FOR YOU. Here Are The Reasons I Like Truly",it is not sweetand i like that if you like the taste of sparkling water with the benefit of alcohol this is for you here are the reasons i like truly,1
5.0,"Best Cabernet I've ever tasted, simple as that. Best Cabernet I've Ever Tasted, Simple As That.",best cabernet ive ever tasted simple as that best cabernet ive ever tasted simple as that,1
5.0,so refreshing! LOVEIT! I Love It!,so refreshing loveit i love it,1
5.0,"This Cayman Jack margarita is really good. I found it in a Southern California Target, but I can't find it in Northern California stores. :( Deliciously Tangy",this cayman jack margarita is really good i found it in a southern california target but i cant find it in northern california stores deliciously tangy,1
4.0,"I expected this beer to be on the bitter side the first time I tried it, but I still enjoyed its smooth taste. I'd definitely buy it if I get a chance. Decent Beer For A Good Price",i expected this beer to be on the bitter side the first time i tried it but i still enjoyed its smooth taste id definitely buy it if i get a chance decent beer for a good price,1
5.0,"Looked like a linear regulator from outside and no reviews on it so I ordered this puppy to put it to the test. definitely a switcher and fairly quiet. Well regulated Just like all of RM Italy products, great quality. Looked like a linear regulator from outside and no reviews on ...",looked like a linear regulator from outside and no reviews on it so i ordered this puppy to put it to the test definitely a switcher and fairly quiet well regulated just like all of rm italy products great quality looked like a linear regulator from outside and no reviews on,1
5.0,"I love sparkling wine, but I find that most brands are sweet. I'm aging and no longer want the sweet stufd. This is medium body wine with strong bubbles (I love bubbles ) . The alcohol content offers a nice buzz fairly quickly. So ecstatic I found this brand and Target carries it. Luv This Wine",i love sparkling wine but i find that most brands are sweet im aging and no longer want the sweet stufd this is medium body wine with strong bubbles i love bubbles the alcohol content offers a nice buzz fairly quickly so ecstatic i found this brand and target carries it luv this wine,1
5.0,I served this at my baby shower and everyone went crazy over it. It's an inexpensive gem. ,i served this at my baby shower and everyone went crazy over it its an inexpensive gem,1
5.0,This wine is full-bodied and delicious. delicious,this wine is fullbodied and delicious delicious,1
4.0,Super wine with fruity taste. As a regular wine drinker this is our routine wine of choice. Priced right with good taste. Great wine for price,super wine with fruity taste as a regular wine drinker this is our routine wine of choice priced right with good taste great wine for price,1
1.0,Had a taste of either being old or spoiled. Stick with the bottle. Not worth the money!,had a taste of either being old or spoiled stick with the bottle not worth the money,0
5.0,This is our go-to wine for dinner parties. Better than most of the 10 bottles. Nice Red,this is our goto wine for dinner parties better than most of the bottles nice red,1
5.0,"I have been enjoying Jim Beam Original for many years. I started mixing JB-O with Slice while wife and I watched Dallas. I have tried other whiskeys, but keep coming back to JB. Now I enjoy it mixed with Diet Pepsi (since I can no longer find Slice). Always Have Jb Original On Hand",i have been enjoying jim beam original for many years i started mixing jbo with slice while wife and i watched dallas i have tried other whiskeys but keep coming back to jb now i enjoy it mixed with diet pepsi since i can no longer find slice always have jb original on hand,1
5.0,It goes great in apple cider Yumm,it goes great in apple cider yumm,1
5.0,"Consistent flavor and quality. JB with Dr. Pepper is surprisingly tasty. I highly recommend it. Love your commercials, too. Mila is doing you proud. Keep up the good work. Always Consistent",consistent flavor and quality jb with dr pepper is surprisingly tasty i highly recommend it love your commercials too mila is doing you proud keep up the good work always consistent,1
5.0,A true classic of spirits... A Drink That Stands Out; And Smooth As Well...,a true classic of spirits a drink that stands out and smooth as well,1
5.0,"I love this Bourbon as it is always my first choice when its time to unwind. Whether its Neat, On Rocks, With a Coke or Ginger Ale, or my Grandpa's Whiskey Sour, nothing tops Jim Beam!!!! Nothing!!! Perfect & Versatile",i love this bourbon as it is always my first choice when its time to unwind whether its neat on rocks with a coke or ginger ale or my grandpas whiskey sour nothing tops jim beam nothing perfect versatile,1
5.0,The white label or the devil's cut dashed with some lemonade and lime cordial is how I enjoy my Jim. It is the first drink I check everytime,the white label or the devils cut dashed with some lemonade and lime cordial is how i enjoy my jim it is the first drink i check everytime,1
5.0,Best Drink you can get Yes I would buy again,best drink you can get yes i would buy again,1
4.0,to make manhattens very reasonally priced,to make manhattens very reasonally priced,1
5.0,Best bourbon I have found...have toured distillery and love the brand.. One fine bourbon,best bourbon i have foundhave toured distillery and love the brand one fine bourbon,1
5.0,Red Stag and Coke Zero is my go to drink. Only wish more bars and restaurants stocked it. Nothing like a good bourbon with a cherry kick ! Red Stag stands alone,red stag and coke zero is my go to drink only wish more bars and restaurants stocked it nothing like a good bourbon with a cherry kick red stag stands alone,1
5.0,I like it with dr.peper to sip and relax Good taste,i like it with drpeper to sip and relax good taste,1
5.0,Better than the other's The only whiskey I drink,better than the others the only whiskey i drink,1
5.0,Drank it for years and always smooth and tasty. Now it is running off the shelves at our liquor store. Priced right and great quality,drank it for years and always smooth and tasty now it is running off the shelves at our liquor store priced right and great quality,1
5.0,I keep Jim Beam on hand every day of the week. Best bourbon on earth.,i keep jim beam on hand every day of the week best bourbon on earth,1
5.0,"I typically have this neat or with an ice cube. Its light amber appearance, sweet, woody, mossy nose, and its mild moss, white oak, mellow wintergreen mint, and dried, faintly-candied fruit flavor draws the drinker into an exploration of pin-point distilling execution. Jim Beam Original has a gradual finish, with a ghost of chocolate powder, during the fade out. Highly recommended. RJT A Bourbon Legend",i typically have this neat or with an ice cube its light amber appearance sweet woody mossy nose and its mild moss white oak mellow wintergreen mint and dried faintlycandied fruit flavor draws the drinker into an exploration of pinpoint distilling execution jim beam original has a gradual finish with a ghost of chocolate powder during the fade out highly recommended rjt a bourbon legend,1
5.0,It's does have a great toaste to it the only drink I'll drink. I would buy this drink over and over.,its does have a great toaste to it the only drink ill drink i would buy this drink over and over,1
5.0,I had a neat 2 finger glass two weeks ago of JB Black label for the first time (I've always drank Jack Daniels) and I loved it! No more Jack for me! Smooth,i had a neat finger glass two weeks ago of jb black label for the first time ive always drank jack daniels and i loved it no more jack for me smooth,1
5.0,Best tasteing and defenetly the smoothest around I love it! smoothy,best tasteing and defenetly the smoothest around i love it smoothy,1
5.0,I always keep a bottle of Jim Bean in my liquor cabinet. Value for price is incredible and it mixes great. Always in my liquor cabinet,i always keep a bottle of jim bean in my liquor cabinet value for price is incredible and it mixes great always in my liquor cabinet,1
5.0,This is our favorite mixed drink whiskey and sams has the best price on a handle. We'll be buying this again Best price,this is our favorite mixed drink whiskey and sams has the best price on a handle well be buying this again best price,1
5.0,Best whiskey around and a price that can't be beat!! Great product,best whiskey around and a price that cant be beat great product,1
4.0,to make manhattens Very Reasonally Priced,to make manhattens very reasonally priced,1
5.0,Best bourbon I have found...have toured distillery and love the brand.. One Fine Bourbon,best bourbon i have foundhave toured distillery and love the brand one fine bourbon,1
5.0,"I drink Yellow Tail because you can not buy a perfect wine for the price of this one, I JUST LOVE IT!!!!!! It Is A Good Wine",i drink yellow tail because you can not buy a perfect wine for the price of this one i just love it it is a good wine,1
5.0,I always buy this item at Walmart cause they always have it at a Great Price Love,i always buy this item at walmart cause they always have it at a great price love,1
5.0,"As a Scotch drinker, tasting Basil Hayden's for the first time changed my opinion of Bourbons. Now I enjoy both Scotch Bourbon with BH on the top of list for Bourbons! Awesome Bourbon",as a scotch drinker tasting basil haydens for the first time changed my opinion of bourbons now i enjoy both scotch bourbon with bh on the top of list for bourbons awesome bourbon,1
5.0,Very tasty bourbon! Love Basil Hayden's,very tasty bourbon love basil haydens,1
5.0,Basil Hayden was my gateway to world of Burbon. Ever since I have held its flavor profile as the gold standard when trying others on the market bit I always find myself coming back to my first love. Flavorful With A Smooth Finish,basil hayden was my gateway to world of burbon ever since i have held its flavor profile as the gold standard when trying others on the market bit i always find myself coming back to my first love flavorful with a smooth finish,1
5.0,Outstanding. Simply an outstanding beverage. Spicy and light with a comforting finish. A staple in my home bar rotation - I never let a bottle get near empty without backfilling it with a fresh one. Spirit Of Choice,outstanding simply an outstanding beverage spicy and light with a comforting finish a staple in my home bar rotation i never let a bottle get near empty without backfilling it with a fresh one spirit of choice,1
5.0,I love the Cooks champagne however I cannot drink the brut. Would love Extra dry to become available at Sams in Mobile AL. Cooks Champagne,i love the cooks champagne however i cannot drink the brut would love extra dry to become available at sams in mobile al cooks champagne,1
5.0,"My favorite red wine has been Menage a Trois for a long time, and this SILK blend is even better than the regular blend. The price has remained affordable while the quality has remained consistently good for these red blends. Very Drinkable",my favorite red wine has been menage a trois for a long time and this silk blend is even better than the regular blend the price has remained affordable while the quality has remained consistently good for these red blends very drinkable,1
5.0,My mother turned me on to Barefoot Riesling a few years back and it had been a reflex to always choose it when given the option. My Favourite Riesling,my mother turned me on to barefoot riesling a few years back and it had been a reflex to always choose it when given the option my favourite riesling,1
5.0,Been trying to find a red wine with a smooth finish. This stuff is exactly what I was looking for. Love,been trying to find a red wine with a smooth finish this stuff is exactly what i was looking for love,1
5.0,Perfect sipping tequila ... chilled and neat ! Excellente,perfect sipping tequila chilled and neat excellente,1
5.0,Perfect sipping tequila ... chilled and neat ! Excellente,perfect sipping tequila chilled and neat excellente,1
5.0,"My buddy ordered some shots of this stuff during a horns game. Frankly when it comes to tequila, I usually brace myself for a rough shot. Maybe I'm drinking the wrong stuff, because this was really easy to put back. No lingering aftertaste. Reasonably priced. Good value tequila if you're looking. Solid tequila",my buddy ordered some shots of this stuff during a horns game frankly when it comes to tequila i usually brace myself for a rough shot maybe im drinking the wrong stuff because this was really easy to put back no lingering aftertaste reasonably priced good value tequila if youre looking solid tequila,1
5.0,Straight over ice. One of my favorite!,straight over ice one of my favorite,1
5.0,My drink of choice when I really want to enjoy my time alone. Amazing Drink,my drink of choice when i really want to enjoy my time alone amazing drink,1
5.0,"Makes orange jello taste like creamsicle, strawberry taste like strawberries and cream, lemon taste like lemon meringue....I could go on and on....get some today!! Makes The Best Jello Shots Ever!!",makes orange jello taste like creamsicle strawberry taste like strawberries and cream lemon taste like lemon meringuei could go on and onget some today makes the best jello shots ever,1
5.0,"Pinnacle has been making our Martini's in my family for many years. My late father discovered it years ago when someone said it's on par with that vodka that flys south for the winter, but at a very reasonable price. Try it, bet you'll love it too. Al ""the Best Jerry, The Best""",pinnacle has been making our martinis in my family for many years my late father discovered it years ago when someone said its on par with that vodka that flys south for the winter but at a very reasonable price try it bet youll love it too al the best jerry the best,1
5.0,The whipped creme flavored vodka is fabulous. I keep it in the freezer and have a snifter of it when I want something smooth after dinner or as a night cap. Love it! Pinnacle Whipped Bodka,the whipped creme flavored vodka is fabulous i keep it in the freezer and have a snifter of it when i want something smooth after dinner or as a night cap love it pinnacle whipped bodka,1
5.0,"Everything is great about this product, cheap price, perfect taste. Mixing this flavor with just a soda makes it delicious. Love this product!",everything is great about this product cheap price perfect taste mixing this flavor with just a soda makes it delicious love this product,1
5.0,"I love this vodka, I have been drinking vodka for many years, and this is by far one of the best, and my favorite vodka. I drink it regularly, usually with grape juice, but also with orange juice. We use it to make daiquiris, and many other frozen concoctions. I Love This Stuff !!!!",i love this vodka i have been drinking vodka for many years and this is by far one of the best and my favorite vodka i drink it regularly usually with grape juice but also with orange juice we use it to make daiquiris and many other frozen concoctions i love this stuff,1
2.0,Just so so. Seems to be missing something. There are much better margarita mixes out there without all the additives this does not have. So So,just so so seems to be missing something there are much better margarita mixes out there without all the additives this does not have so so,0
4.0,Very good summer red. It's become our favorite reasonably priced wine that we enjoy on its own. Smooth And Fruity.,very good summer red its become our favorite reasonably priced wine that we enjoy on its own smooth and fruity,1
5.0,love all of the flavors. will be buying again. great for summer drinks seagrams escapes,love all of the flavors will be buying again great for summer drinks seagrams escapes,1
4.0,"I bought this pack on a whim and I'm so glad I did. There is a variety of drinks for a great price, even less than the discount liquor store! I'll definitely get this again! Variety Value",i bought this pack on a whim and im so glad i did there is a variety of drinks for a great price even less than the discount liquor store ill definitely get this again variety value,1
5.0,Vrty good Line,vrty good line,1
4.0,Jamaican me happy Enjoy there flavors,jamaican me happy enjoy there flavors,1
5.0,Really enjoy these but SAMs likes to send you on wild goose chases saying available and none to be found not even the empty pallet Tasty if you can find it,really enjoy these but sams likes to send you on wild goose chases saying available and none to be found not even the empty pallet tasty if you can find it,1
5.0,We have been buying Apothic Dark for a couple of years now. It is our Red Blend of Choice. Very Smooth and very reasonably priced. Best Red Blend for the price,we have been buying apothic dark for a couple of years now it is our red blend of choice very smooth and very reasonably priced best red blend for the price,1
5.0,Rum Chata is great when mixed with Fireball or Caramel Vodka Very popular,rum chata is great when mixed with fireball or caramel vodka very popular,1
5.0,"Love this brand of tequila. I'm a Margarita fan and like to make different kinds Love The Cucumber Chili, Wish It Wasn't Discontinued.",love this brand of tequila im a margarita fan and like to make different kinds love the cucumber chili wish it wasnt discontinued,1
